Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['4', '12', '28', '30', '31', '18'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['15', '17', '24', '25', '28', '31'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['6', '10', '15', '23', '25', '21'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['5', '19', '24', '27', '29', '10'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['2', '3', '12', '24', '31', '7'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['5', '15', '19', '23', '32', '10'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['2', '10', '11', '20', '27', '31'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 217, Issue： 2021013 baseM: 1095, result: 990, red_balls: ['12', '16', '17', '21', '31', '9'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 990, red_correct: 4
Guess time: 218, Issue： 2021014 baseM: 1110, result: 15, red_balls: ['7', '9', '12', '26', '31', '21'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 1095, result: 15, red_balls: ['11', '12', '14', '21', '33', '20'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 1080, result: 15, red_balls: ['6', '11', '16', '25', '26', '28'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 995, result: 15, red_balls: ['6', '7', '8', '17', '22', '33'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 970, result: 15, red_balls: ['4', '8', '10', '22', '29', '20'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 915, result: 15, red_balls: ['2', '7', '8', '15', '25', '24'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 280, Issue： 2021076 baseM: 640, result: 15, red_balls: ['3', '5', '11', '24', '26', '25'], blue_ball: 6, act_red_balls: ['3', '9', '21', '23', '30', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 292, Issue： 2021088 baseM: 545, result: 15, red_balls: ['6', '12', '19', '21', '33', '30'], blue_ball: 6, act_red_balls: ['4', '12', '15', '16', '19', '26'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 315, Issue： 2021111 baseM: 340, result: 15, red_balls: ['3', '8', '16', '20', '25', '30'], blue_ball: 6, act_red_balls: ['17', '20', '22', '23', '26', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 319, Issue： 2021115 baseM: 350, result: 40, red_balls: ['6', '10', '12', '21', '24', '27'], blue_ball: 6, act_red_balls: ['2', '10', '12', '15', '24', '27'], act_blue_ball: 8, ret: 40, red_correct: 4
Guess time: 320, Issue： 2021116 baseM: 365, result: 15, red_balls: ['1', '4', '6', '12', '25', '26'], blue_ball: 6, act_red_balls: ['6', '14', '17', '18', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 334, Issue： 2021130 baseM: 250, result: 15, red_balls: ['1', '9', '10', '16', '33', '30'], blue_ball: 6, act_red_balls: ['8', '9', '15', '24', '26', '30'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 357, Issue： 2022003 baseM: 45, result: 15, red_balls: ['16', '19', '22', '24', '33', '26'], blue_ball: 6, act_red_balls: ['2', '5', '16', '17', '18', '30'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 362
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['3', '11', '19', '20', '31', '33'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 2
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['20', '21', '25', '28', '32', '29'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['2', '4', '5', '15', '26', '3'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['2', '8', '12', '28', '33', '9'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['9', '11', '16', '25', '33', '23'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['2', '3', '7', '10', '18', '19'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['7', '15', '22', '25', '28', '14'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 104, Issue： 2020034 baseM: 2150, result: 990, red_balls: ['8', '15', '16', '20', '32', '2'], blue_ball: 6, act_red_balls: ['2', '8', '15', '16', '26', '32'], act_blue_ball: 3, ret: 990, red_correct: 5
Guess time: 106, Issue： 2020036 baseM: 2155, result: 15, red_balls: ['3', '11', '17', '28', '32', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 1780, result: 15, red_balls: ['7', '13', '20', '26', '28', '21'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 1705, result: 15, red_balls: ['3', '8', '14', '26', '32', '16'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 1690, result: 15, red_balls: ['5', '6', '7', '13', '21', '25'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 1145, result: 15, red_balls: ['2', '12', '24', '25', '32', '18'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 1160, result: 15, red_balls: ['5', '12', '15', '23', '24', '31'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 1145, result: 15, red_balls: ['6', '7', '19', '21', '27', '28'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 226, Issue： 2021022 baseM: 1130, result: 15, red_balls: ['4', '6', '8', '9', '13', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 1045, result: 15, red_balls: ['2', '7', '16', '27', '28', '19'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 1020, result: 15, red_balls: ['10', '11', '20', '22', '28', '14'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 965, result: 15, red_balls: ['2', '7', '10', '15', '29', '30'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 280, Issue： 2021076 baseM: 690, result: 15, red_balls: ['2', '11', '13', '17', '21', '12'], blue_ball: 6, act_red_balls: ['3', '9', '21', '23', '30', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 292, Issue： 2021088 baseM: 595, result: 15, red_balls: ['7', '9', '11', '14', '31', '32'], blue_ball: 6, act_red_balls: ['4', '12', '15', '16', '19', '26'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 315, Issue： 2021111 baseM: 390, result: 15, red_balls: ['4', '6', '12', '28', '31', '23'], blue_ball: 6, act_red_balls: ['17', '20', '22', '23', '26', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 320, Issue： 2021116 baseM: 365, result: 15, red_balls: ['1', '18', '21', '22', '28', '6'], blue_ball: 6, act_red_balls: ['6', '14', '17', '18', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 334, Issue： 2021130 baseM: 250, result: 15, red_balls: ['1', '2', '6', '22', '29', '3'], blue_ball: 6, act_red_balls: ['8', '9', '15', '24', '26', '30'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 357, Issue： 2022003 baseM: 45, result: 15, red_balls: ['1', '5', '19', '24', '26', '14'], blue_ball: 6, act_red_balls: ['2', '5', '16', '17', '18', '30'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 362
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['7', '10', '11', '16', '29', '26'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['19', '21', '24', '27', '31', '33'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['2', '10', '11', '17', '21', '22'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['2', '7', '13', '27', '28', '24'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '4', '8', '26', '32', '30'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['3', '12', '15', '21', '23', '5'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['6', '12', '19', '24', '32', '3'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['2', '4', '19', '22', '31', '29'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['4', '7', '12', '16', '33', '29'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['9', '12', '15', '16', '26', '14'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['1', '9', '21', '28', '33', '8'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 120, result: 15, red_balls: ['8', '13', '18', '23', '28', '20'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 135, result: 15, red_balls: ['1', '8', '20', '24', '26', '6'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 120, result: 15, red_balls: ['1', '2', '28', '30', '32', '22'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 105, result: 15, red_balls: ['2', '15', '17', '27', '29', '6'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 20, result: 15, red_balls: ['4', '7', '10', '22', '31', '20'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 239
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['7', '13', '14', '24', '31', '26'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['5', '14', '16', '27', '29', '3'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['6', '18', '20', '25', '30', '28'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '5', '9', '18', '26', '3'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '17', '19', '27', '28', '15'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 75, Issue： 2020005 baseM: 1415, result: 40, red_balls: ['11', '13', '17', '22', '26', '6'], blue_ball: 6, act_red_balls: ['11', '16', '17', '22', '26', '32'], act_blue_ball: 4, ret: 40, red_correct: 4
Guess time: 86, Issue： 2020016 baseM: 1355, result: 40, red_balls: ['1', '5', '8', '9', '27', '17'], blue_ball: 6, act_red_balls: ['5', '6', '8', '17', '24', '27'], act_blue_ball: 7, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1280, result: 15, red_balls: ['10', '20', '22', '23', '24', '11'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1295, result: 15, red_balls: ['3', '6', '7', '23', '28', '22'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1230, result: 15, red_balls: ['11', '12', '17', '19', '20', '2'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 855, result: 15, red_balls: ['1', '9', '14', '16', '21', '3'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 780, result: 15, red_balls: ['9', '11', '14', '23', '24', '29'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 765, result: 15, red_balls: ['2', '9', '18', '20', '23', '8'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 217, Issue： 2021013 baseM: 220, result: 15, red_balls: ['4', '8', '17', '29', '32', '27'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 235, result: 15, red_balls: ['13', '14', '19', '20', '26', '11'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 245, result: 40, red_balls: ['8', '25', '27', '31', '32', '9'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 226, Issue： 2021022 baseM: 230, result: 15, red_balls: ['9', '19', '27', '28', '31', '20'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 145, result: 15, red_balls: ['17', '23', '25', '27', '32', '30'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 120, result: 15, red_balls: ['8', '18', '21', '27', '29', '10'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 250, Issue： 2021046 baseM: 65, result: 15, red_balls: ['11', '17', '20', '22', '23', '4'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
base_money is negative, stop, totally round: 257
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['4', '15', '17', '31', '32', '7'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 2
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '2', '7', '30', '32', '25'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['4', '19', '22', '25', '31', '18'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['7', '9', '10', '30', '32', '22'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['4', '8', '20', '22', '33', '23'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['12', '16', '27', '30', '31', '19'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['2', '6', '7', '9', '15', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['2', '9', '14', '25', '26', '1'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
